id,municipio,poblacion_total,poblacion_mayores,porcentaje_mayores
12114,Torás,249,72,28.920000000000002
12115,"Toro, El",238,92,38.659999999999997
12116,Torralba del Pinar,60,21,35
12117,Torreblanca,5682,1242,21.859999999999999
12118,Torrechiva,89,13,14.609999999999999
12119,"Torre d&apos;En Besora, la",165,61,36.969999999999999
12120,"Torre d&apos;en Doménec, la",167,66,39.520000000000003
12121,Traiguera,1323,415,31.370000000000001
12122,"Useras/Useres, les",949,307,32.350000000000001
12123,Vallat,54,7,12.960000000000001
12124,Vall d&apos;Alba,2959,621,20.989999999999998
12125,Vall de Almonacid,287,78,27.18
12126,"Vall d&apos;Uixó, la",31388,6454,20.559999999999999
12127,Vallibona,61,19,31.149999999999999
12128,Vilafamés,1864,379,20.329999999999998
12129,Vilafranca/Villafranca del Cid,2154,619,28.739999999999998
12130,Villahermosa del Río,463,176,38.009999999999998
12131,Villamalur,85,37,43.530000000000001
12132,Vilanova d&apos;Alcolea,571,169,29.600000000000001
12133,Villanueva de Viver,89,33,37.079999999999998
12134,Vilar de Canes,170,44,25.879999999999999
12135,Vila-real,51369,8760,17.050000000000001
12136,"Vilavella, la",3084,751,24.350000000000001
12137,Villores,53,15,28.300000000000001
12138,Vinaròs,29120,5881,20.199999999999999
12139,Vistabella del Maestrat,334,111,33.229999999999997
12140,Viver,1691,431,25.489999999999998
12141,Zorita del Maestrazgo,107,35,32.710000000000001
12142,Zucaina,174,59,33.909999999999997
12901,"Alqueries, les/Alquerías del Niño Perdido",4511,903,20.02
12902,Sant Joan de Moró,3387,491,14.5
13001,Abenójar,1314,385,29.300000000000001
13002,Agudo,1615,501,31.02
13003,Alamillo,464,186,40.090000000000003
13004,Albaladejo,1074,360,33.520000000000003
13005,Alcázar de San Juan,30516,5519,18.09
13006,Alcoba,535,157,29.350000000000001
13007,Alcolea de Calatrava,1370,347,25.329999999999998
13008,Alcubillas,452,152,33.630000000000003
13009,Aldea del Rey,1580,462,29.239999999999998
13010,Alhambra,983,250,25.43
13011,Almadén,5069,1344,26.510000000000002
13012,Almadenejos,391,128,32.740000000000002
13013,Almagro,8907,1662,18.66
13014,Almedina,489,153,31.289999999999999
13015,Almodóvar del Campo,5873,1790,30.48
13016,Almuradiel,740,193,26.079999999999998
13017,Anchuras,265,109,41.130000000000003
13018,Arenas de San Juan,1031,228,22.109999999999999
13019,Argamasilla de Alba,6846,1252,18.289999999999999
13020,Argamasilla de Calatrava,5849,1266,21.640000000000001
13021,Arroba de los Montes,402,161,40.049999999999997
13022,Ballesteros de Calatrava,367,124,33.789999999999999
13023,Bolaños de Calatrava,11910,2073,17.41
13024,Brazatortas,1005,304,30.25
13025,Cabezarados,300,96,32
13026,Cabezarrubias del Puerto,484,172,35.539999999999999
13027,Calzada de Calatrava,3704,968,26.129999999999999
13028,Campo de Criptana,13142,2736,20.82
13029,Cañada de Calatrava,104,32,30.77
13030,Caracuel de Calatrava,125,36,28.800000000000001
13031,Carrión de Calatrava,3131,535,17.09
13032,Carrizosa,1154,336,29.120000000000001
13033,Castellar de Santiago,1819,465,25.559999999999999
13034,Ciudad Real,74850,13902,18.57
13035,Corral de Calatrava,1089,289,26.539999999999999
13036,"Cortijos, Los",865,278,32.140000000000001
13037,Cózar,913,271,29.68
13038,Chillón,1758,549,31.23
13039,Daimiel,17680,3549,20.07
13040,Fernán Caballero,977,296,30.300000000000001
13041,Fontanarejo,246,97,39.43
13042,Fuencaliente,1012,288,28.460000000000001
13043,Fuenllana,214,100,46.729999999999997
13044,Fuente el Fresno,3085,765,24.800000000000001
13045,Granátula de Calatrava,716,201,28.07
13046,Guadalmez,718,251,34.960000000000001
13047,Herencia,8432,1415,16.780000000000001
13048,Hinojosas de Calatrava,505,212,41.979999999999997
13049,Horcajo de los Montes,821,240,29.23
13050,"Labores, Las",557,172,30.879999999999999
13051,Luciana,368,133,36.140000000000001
13052,Malagón,7801,1696,21.739999999999998
13053,Manzanares,17738,3680,20.75
13054,Membrilla,5904,1282,21.710000000000001
13055,Mestanza,644,262,40.68
13056,Miguelturra,15744,1912,12.140000000000001
13057,Montiel,1233,307,24.899999999999999
13058,Moral de Calatrava,5178,1073,20.719999999999999
13059,Navalpino,203,73,35.960000000000001
13060,Navas de Estena,292,127,43.490000000000002
13061,Pedro Muñoz,7480,1471,19.670000000000002
13062,Picón,667,132,19.789999999999999
13063,Piedrabuena,4363,960,22
13064,Poblete,2802,267,9.5299999999999994
13065,Porzuna,3505,895,25.530000000000001
13066,Pozuelo de Calatrava,3629,539,14.85
13067,"Pozuelos de Calatrava, Los",352,116,32.950000000000003
13068,Puebla de Don Rodrigo,1119,286,25.559999999999999
13069,Puebla del Príncipe,671,230,34.280000000000001
13070,Puerto Lápice,896,239,26.670000000000002
13071,Puertollano,45539,10369,22.77
13072,Retuerta del Bullaque,911,245,26.890000000000001
13073,Saceruela,526,170,32.32
13074,San Carlos del Valle,1099,276,25.109999999999999
13075,San Lorenzo de Calatrava,206,74,35.920000000000002
13076,Santa Cruz de los Cáñamos,513,158,30.800000000000001
13077,Santa Cruz de Mudela,3950,928,23.489999999999998
13078,Socuéllamos,12098,2345,19.379999999999999
13079,"Solana, La",15313,2771,18.100000000000001
13080,Solana del Pino,328,125,38.109999999999999
13081,Terrinches,622,155,24.920000000000002
13082,Tomelloso,36024,6133,17.02
13083,Torralba de Calatrava,3052,708,23.199999999999999
13084,Torre de Juan Abad,1003,312,31.109999999999999
13085,Torrenueva,2659,622,23.390000000000001
13086,Valdemanco del Esteras,164,85,51.829999999999998
13087,Valdepeñas,30071,5476,18.210000000000001
13088,Valenzuela de Calatrava,661,133,20.120000000000001
13089,Villahermosa,1772,600,33.859999999999999
13090,Villamanrique,1083,309,28.530000000000001
13091,Villamayor de Calatrava,607,191,31.469999999999999
13092,Villanueva de la Fuente,1965,571,29.059999999999999
13093,Villanueva de los Infantes,4828,1158,23.989999999999998
13094,Villanueva de San Carlos,278,120,43.170000000000002
13095,Villar del Pozo,54,28,51.850000000000001
13096,Villarrubia de los Ojos,9667,1926,19.920000000000002
13097,Villarta de San Juan,2713,622,22.93
13098,Viso del Marqués,2183,670,30.690000000000001
13901,"Robledo, El",1061,277,26.109999999999999
13902,Ruidera,555,115,20.719999999999999
13903,Arenales de San Gregorio,571,168,29.420000000000002
13904,Llanos del Caudillo,693,158,22.800000000000001
14001,Adamuz,4125,922,22.350000000000001
14002,Aguilar de la Frontera,13318,2591,19.449999999999999
14003,Alcaracejos,1493,415,27.800000000000001
14004,Almedinilla,2350,525,22.34
14005,Almodóvar del Río,8093,1481,18.300000000000001
14006,Añora,1509,384,25.449999999999999
14007,Baena,18764,3371,17.969999999999999
14008,Belalcázar,3166,810,25.579999999999998
14009,Belmez,2862,776,27.109999999999999
14010,Benamejí,4974,902,18.129999999999999
14011,"Blázquez, Los",661,174,26.32
14012,Bujalance,7257,1491,20.550000000000001
14013,Cabra,20097,4238,21.09
14014,Cañete de las Torres,2859,719,25.149999999999999
14015,Carcabuey,2367,556,23.489999999999998
14016,Cardeña,1455,406,27.899999999999999
14017,"Carlota, La",14324,2475,17.280000000000001
14018,"Carpio, El",4353,900,20.68
14019,Castro del Río,7711,1585,20.559999999999999
14020,Conquista,380,138,36.32
14021,Córdoba,319515,64168,20.079999999999998
14022,Doña Mencía,4583,971,21.190000000000001
14023,Dos Torres,2402,529,22.02
14024,Encinas Reales,2266,483,21.32
14025,Espejo,3245,893,27.52
14026,Espiel,2423,632,26.079999999999998
14027,Fernán-Núñez,9646,1893,19.620000000000001
14028,Fuente la Lancha,329,87,26.440000000000001
14029,Fuente Obejuna,4462,1222,27.390000000000001
14030,Fuente Palmera,9879,1678,16.989999999999998
14031,Fuente-Tójar,663,167,25.190000000000001
14032,"Granjuela, La",414,121,29.23
14033,Guadalcázar,1552,229,14.76
14034,"Guijo, El",344,119,34.590000000000003
14035,Hinojosa del Duque,6640,1746,26.300000000000001
14036,Hornachuelos,4450,877,19.710000000000001
14037,Iznájar,4002,1153,28.809999999999999
14038,Lucena,42645,6729,15.779999999999999
14039,Luque,2926,690,23.579999999999998
14040,Montalbán de Córdoba,4494,998,22.210000000000001
14041,Montemayor,3869,832,21.5
14042,Montilla,22490,4705,20.920000000000002
14043,Montoro,9203,1738,18.890000000000001
14044,Monturque,1933,366,18.93
14045,Moriles,3673,643,17.510000000000002
14046,Nueva Carteya,5347,1011,18.91
14047,Obejo,2054,325,15.82
14048,Palenciana,1461,318,21.77
14049,Palma del Río,20810,3815,18.329999999999998
14050,Pedro Abad,2809,563,20.039999999999999
14051,Pedroche,1481,441,29.780000000000001
14052,Peñarroya-Pueblonuevo,10419,2572,24.690000000000001
14053,Posadas,7267,1399,19.25
14054,Pozoblanco,17102,3258,19.050000000000001
14055,Priego de Córdoba,22092,4713,21.329999999999998
14056,Puente Genil,29748,5310,17.850000000000001
14057,"Rambla, La",7525,1424,18.920000000000002
14058,Rute,9801,2046,20.879999999999999
14059,San Sebastián de los Ballesteros,835,209,25.030000000000001
14060,Santaella,4637,927,19.989999999999998
14061,Santa Eufemia,734,288,39.240000000000002
14062,Torrecampo,1032,341,33.039999999999999
14063,Valenzuela,1079,331,30.68
14064,Valsequillo,347,120,34.579999999999998
14065,"Victoria, La",2316,436,18.829999999999998
14066,Villa del Río,6993,1343,19.199999999999999
14067,Villafranca de Córdoba,4872,776,15.93
14068,Villaharta,632,193,30.539999999999999
14069,Villanueva de Córdoba,8587,2043,23.789999999999999
14070,Villanueva del Duque,1431,467,32.630000000000003
14071,Villanueva del Rey,1007,276,27.41
14072,Villaralto,1111,371,33.390000000000001
14073,Villaviciosa de Córdoba,3160,888,28.100000000000001
14074,"Viso, El",2528,657,25.989999999999998
14075,Zuheros,631,178,28.210000000000001
14901,Fuente Carreteros,1109,248,22.359999999999999
14902,"Guijarrosa, La",1341,269,20.059999999999999
15001,Abegondo,5534,1690,30.539999999999999
15002,Ames,32095,4300,13.4
15003,Aranga,1837,735,40.009999999999998
15004,Ares,6033,1605,26.600000000000001
15005,Arteixo,33076,5630,17.02
15006,Arzúa,5918,1846,31.190000000000001
15007,"Baña, A",3333,1310,39.299999999999997
15008,Bergondo,6892,2022,29.34
15009,Betanzos,13066,3258,24.93
15010,Boimorto,1890,706,37.350000000000001
15011,Boiro,18976,4267,22.489999999999998
15012,Boqueixón,4188,1110,26.5
15013,Brión,8069,1697,21.030000000000001
15014,Cabana de Bergantiños,4195,1486,35.420000000000002
15015,Cabanas,3340,1101,32.960000000000001
15016,Camariñas,5188,1614,31.109999999999999
15017,Cambre,24505,4670,19.059999999999999
15018,"Capela, A",1225,389,31.760000000000002
15019,Carballo,31432,7617,24.23
15020,Carnota,3845,1492,38.799999999999997
15021,Carral,6649,1556,23.399999999999999
15022,Cedeira,6626,1965,29.66
15023,Cee,7573,2038,26.91
15024,Cerceda,5019,1508,30.050000000000001
15025,Cerdido,1060,408,38.490000000000002
15027,Coirós,1913,603,31.52
15028,Corcubión,1670,449,26.890000000000001
15029,Coristanco,5807,2059,35.460000000000001
15030,"Coruña, A",244700,62207,25.420000000000002
15031,Culleredo,30790,5600,18.190000000000001
15032,Curtis,4104,1112,27.100000000000001
15033,Dodro,2675,826,30.879999999999999
15034,Dumbría,2909,988,33.960000000000001
15035,Fene,12702,3822,30.09
15036,Ferrol,64158,18855,29.390000000000001
15037,Fisterra,4726,1287,27.23
15038,Frades,2273,744,32.729999999999997
15039,Irixoa,1318,487,36.950000000000003
15040,Laxe,2977,973,32.68
15041,"Laracha, A",11505,3036,26.390000000000001
15042,Lousame,3210,1050,32.710000000000001
15043,Malpica de Bergantiños,5296,1851,34.950000000000003
15044,Mañón,1287,493,38.310000000000002
15045,Mazaricos,3761,1404,37.329999999999998
15046,Melide,7438,1956,26.300000000000001
15047,Mesía,2457,861,35.039999999999999
15048,Miño,6624,1569,23.690000000000001
15049,Moeche,1191,443,37.200000000000003
15050,Monfero,1865,649,34.799999999999997
15051,Mugardos,5246,1548,29.510000000000002
15052,Muxía,4486,1556,34.689999999999998
15053,Muros,8365,2749,32.859999999999999
15054,Narón,38938,8388,21.539999999999999
15055,Neda,4972,1543,31.030000000000001
15056,Negreira,6811,1765,25.91
15057,Noia,14140,3794,26.829999999999998
15058,Oleiros,37271,7920,21.25
15059,Ordes,12589,3133,24.890000000000001
15060,Oroso,7572,1268,16.75
15061,Ortigueira,5420,2062,38.039999999999999
15062,Outes,6108,2234,36.57
15064,Paderne,2420,806,33.310000000000002
15065,Padrón,8349,2088,25.010000000000002
15066,"Pino, O",4576,1282,28.02
15067,"Pobra do Caramiñal, A",9290,2267,24.399999999999999
15068,Ponteceso,5429,1840,33.890000000000001
15069,Pontedeume,7563,2126,28.109999999999999
15070,"Pontes de García Rodríguez, As",9974,2689,26.960000000000001
15071,Porto do Son,9153,2500,27.309999999999999
15072,Rianxo,10949,2910,26.579999999999998
15073,Ribeira,26897,5864,21.800000000000001
15074,Rois,4445,1298,29.199999999999999
15075,Sada,16627,4077,24.52
15076,San Sadurniño,2792,956,34.240000000000002
15077,Santa Comba,9365,2936,31.350000000000001
15078,Santiago de Compostela,98179,22837,23.260000000000002
15079,Santiso,1509,599,39.700000000000003
15080,Sobrado,1767,677,38.310000000000002
15081,"Somozas, As",1073,318,29.640000000000001
15082,Teo,18918,4008,21.190000000000001
15083,Toques,1089,402,36.909999999999997
15084,Tordoia,3192,1276,39.969999999999999
15085,Touro,3451,1194,34.600000000000001
15086,Trazo,3034,1033,34.049999999999997
15087,Valdoviño,6924,2179,31.469999999999999
15088,Val do Dubra,3783,1336,35.32
15089,Vedra,5005,1352,27.010000000000002
15090,Vilasantar,1239,467,37.689999999999998
15091,Vilarmaior,1245,402,32.289999999999999
15092,Vimianzo,6851,2353,34.350000000000001
15093,Zas,4308,1521,35.310000000000002
15901,Cariño,3699,1324,35.789999999999999
15902,Oza-Cesuras,5247,1778,33.890000000000001
16001,Abia de la Obispalía,60,23,38.329999999999998
16002,"Acebrón, El",231,69,29.870000000000001
16003,Alarcón,152,45,29.609999999999999
16004,Albaladejo del Cuende,230,116,50.43
16005,Albalate de las Nogueras,259,90,34.75
16006,Albendea,122,53,43.439999999999998
16007,"Alberca de Záncara, La",1585,378,23.850000000000001
16008,Alcalá de la Vega,79,39,49.369999999999997
16009,Alcantud,51,27,52.939999999999998
16010,Alcázar del Rey,134,48,35.82
16011,Alcohujate,26,9,34.619999999999997
16012,Alconchel de la Estrella,77,22,28.57
16013,Algarra,22,7,31.82
16014,Aliaguilla,634,208,32.810000000000002
16015,"Almarcha, La",425,136,32
16016,Almendros,234,88,37.609999999999999
16017,Almodóvar del Pinar,386,112,29.02
16018,Almonacid del Marquesado,424,135,31.84
16019,Altarejos,205,89,43.409999999999997
16020,Arandilla del Arroyo,9,6,66.670000000000002
16022,Arcos de la Sierra,73,34,46.579999999999998
16023,Chillarón de Cuenca,721,127,17.609999999999999
16024,Arguisuelas,133,41,30.829999999999998
16025,Arrancacepas,18,11,61.109999999999999
16026,Atalaya del Cañavate,110,33,30
16027,Barajas de Melo,987,248,25.129999999999999
16029,Barchín del Hoyo,97,37,38.140000000000001
16030,Bascuñana de San Pedro,24,7,29.170000000000002
16031,Beamud,41,17,41.460000000000001
16032,Belinchón,383,120,31.329999999999998
16033,Belmonte,1782,530,29.739999999999998
16034,Belmontejo,141,64,45.390000000000001
16035,Beteta,229,68,29.690000000000001
16036,Boniches,141,52,36.880000000000003
16038,Buciegas,36,9,25
16039,Buenache de Alarcón,447,148,33.109999999999999
16040,Buenache de la Sierra,106,23,21.699999999999999
16041,Buendía,415,139,33.490000000000002
16042,Campillo de Altobuey,1262,344,27.260000000000002
16043,Campillos-Paravientos,103,36,34.950000000000003
16044,Campillos-Sierra,29,15,51.719999999999999
16045,Canalejas del Arroyo,168,76,45.240000000000002
16046,Cañada del Hoyo,231,91,39.390000000000001
16047,Cañada Juncosa,231,80,34.630000000000003
16048,Cañamares,445,129,28.989999999999998
16049,"Cañavate, El",136,57,41.909999999999997
16050,Cañaveras,244,86,35.25
16051,Cañaveruelas,129,51,39.530000000000001
16052,Cañete,792,176,22.219999999999999
16053,Cañizares,429,128,29.84
16055,Carboneras de Guadazaón,794,238,29.969999999999999
16056,Cardenete,474,175,36.920000000000002
16057,Carrascosa,68,26,38.240000000000002
16058,Carrascosa de Haro,98,41,41.840000000000003
16060,Casas de Benítez,816,259,31.739999999999998
16061,Casas de Fernando Alonso,1144,337,29.460000000000001
16062,Casas de Garcimolina,31,9,29.030000000000001
16063,Casas de Guijarro,108,39,36.109999999999999
16064,Casas de Haro,844,231,27.370000000000001
16065,Casas de los Pinos,415,153,36.869999999999997
16066,Casasimarro,3140,666,21.210000000000001
16067,Castejón,124,48,38.710000000000001
16068,Castillejo de Iniesta,115,30,26.09
16070,Castillejo-Sierra,28,8,28.57
16071,Castillo-Albaráñez,22,9,40.909999999999997
16072,Castillo de Garcimuñoz,128,56,43.75
16073,Cervera del Llano,217,70,32.259999999999998
16074,"Cierva, La",37,21,56.759999999999998
16078,Cuenca,53389,10399,19.48
16079,Cueva del Hierro,35,10,28.57
16081,Chumillas,58,14,24.140000000000001
16082,Enguídanos,299,97,32.439999999999998
16083,Fresneda de Altarejos,35,8,22.859999999999999
16084,Fresneda de la Sierra,46,20,43.479999999999997
16085,"Frontera, La",144,50,34.719999999999999
16086,Fuente de Pedro Naharro,1211,248,20.48
16087,Fuentelespino de Haro,235,110,46.810000000000002
16088,Fuentelespino de Moya,103,37,35.920000000000002
16089,Fuentes,467,123,26.34
16091,Fuertescusa,69,33,47.829999999999998
16092,Gabaldón,151,46,30.460000000000001
16093,Garaballa,58,28,48.280000000000001
16094,Gascueña,142,52,36.619999999999997
16095,Graja de Campalbo,96,28,29.170000000000002
16096,Graja de Iniesta,362,66,18.23
16097,Henarejos,129,65,50.390000000000001
16098,"Herrumblar, El",733,175,23.870000000000001
16099,"Hinojosa, La",191,75,39.270000000000003
16100,"Hinojosos, Los",759,242,31.879999999999999
16101,"Hito, El",151,67,44.369999999999997
16102,Honrubia,1530,362,23.66
16103,Hontanaya,256,117,45.700000000000003
16104,Hontecillas,62,28,45.159999999999997
16106,Horcajo de Santiago,3572,801,22.420000000000002
16107,Huélamo,73,36,49.32
16108,Huelves,72,22,30.559999999999999
16109,Huérguina,50,25,50
16110,Huerta de la Obispalía,116,36,31.030000000000001
16111,Huerta del Marquesado,170,41,24.120000000000001
16112,Huete,1716,457,26.629999999999999
16113,Iniesta,4340,813,18.73
16115,Laguna del Marquesado,56,17,30.359999999999999
16116,Lagunaseca,55,27,49.090000000000003
16117,Landete,1217,360,29.579999999999998
16118,Ledaña,1563,487,31.16
16119,Leganiel,221,63,28.510000000000002
16121,"Majadas, Las",233,74,31.760000000000002
16122,Mariana,312,78,25
16123,Masegosa,62,23,37.100000000000001
16124,"Mesas, Las",2296,567,24.699999999999999
16125,Minglanilla,2268,442,19.489999999999998
16126,Mira,924,241,26.079999999999998
16128,Monreal del Llano,50,19,38
16129,Montalbanejo,93,42,45.159999999999997
16130,Montalbo,691,170,24.600000000000001
16131,Monteagudo de las Salinas,120,41,34.170000000000002
16132,Mota de Altarejos,34,16,47.060000000000002
16133,Mota del Cuervo,6069,1201,19.789999999999999
16134,Motilla del Palancar,6026,990,16.43
16135,Moya,128,55,42.969999999999999
16137,Narboneta,41,20,48.780000000000001
16139,Olivares de Júcar,294,139,47.280000000000001
16140,Olmeda de la Cuesta,21,6,28.57
16141,Olmeda del Rey,134,52,38.810000000000002
16142,Olmedilla de Alarcón,136,49,36.030000000000001
16143,Olmedilla de Eliz,17,8,47.060000000000002
16145,Osa de la Vega,447,152,34
16146,Pajarón,77,41,53.25
16147,Pajaroncillo,63,19,30.16
16148,Palomares del Campo,560,202,36.07
16149,Palomera,169,48,28.399999999999999
16150,Paracuellos,96,35,36.460000000000001
16151,Paredes,55,21,38.18
16152,"Parra de las Vegas, La",33,14,42.420000000000002
16153,"Pedernoso, El",1125,288,25.600000000000001
16154,"Pedroñeras, Las",6583,1302,19.780000000000001
16155,"Peral, El",650,167,25.690000000000001
16156,"Peraleja, La",97,37,38.140000000000001
16157,"Pesquera, La",212,83,39.149999999999999
16158,"Picazo, El",674,168,24.93
16159,Pinarejo,189,98,51.850000000000001
16160,Pineda de Gigüela,62,28,45.159999999999997
16161,Piqueras del Castillo,46,20,43.479999999999997
16162,Portalrubio de Guadamejud,31,13,41.939999999999998
16163,Portilla,58,32,55.170000000000002
16165,Poyatos,58,26,44.829999999999998
16166,Pozoamargo,279,92,32.969999999999999
16167,Pozorrubio de Santiago,322,107,33.229999999999997
16169,"Pozuelo, El",43,16,37.210000000000001
16170,Priego,885,244,27.57
16171,"Provencio, El",2387,606,25.390000000000001
16172,Puebla de Almenara,311,149,47.909999999999997
16173,"Valle de Altomira, El",206,77,37.380000000000003
16174,Puebla del Salvador,192,65,33.850000000000001
16175,Quintanar del Rey,7632,1234,16.170000000000002
16176,Rada de Haro,49,14,28.57
16177,Reíllo,105,36,34.289999999999999
16181,Rozalén del Monte,58,29,50
16185,Saceda-Trasierra,37,21,56.759999999999998
16186,Saelices,450,153,34
16187,Salinas del Manzano,67,20,29.850000000000001
16188,Salmeroncillos,101,28,27.719999999999999
16189,Salvacañete,291,100,34.359999999999999
16190,San Clemente,6827,1409,20.640000000000001
16191,San Lorenzo de la Parrilla,1066,295,27.670000000000002
16192,San Martín de Boniches,46,18,39.130000000000003
16193,San Pedro Palmiches,49,29,59.18
16194,Santa Cruz de Moya,230,98,42.609999999999999
16195,Santa María del Campo Rus,522,179,34.289999999999999
16196,Santa María de los Llanos,680,216,31.760000000000002
16197,Santa María del Val,61,36,59.020000000000003
16198,Sisante,1618,439,27.129999999999999
16199,Solera de Gabaldón,36,23,63.890000000000001
16202,Talayuelas,856,266,31.07
16203,Tarancón,15799,2475,15.67
16204,Tébar,287,79,27.530000000000001
16205,Tejadillos,113,40,35.399999999999999
16206,Tinajas,196,90,45.920000000000002
16209,Torralba,109,44,40.369999999999997
16211,Torrejoncillo del Rey,345,159,46.090000000000003
16212,Torrubia del Campo,296,83,28.039999999999999
16213,Torrubia del Castillo,41,13,31.710000000000001
16215,Tragacete,277,90,32.490000000000002
16216,Tresjuncos,268,106,39.549999999999997
16217,Tribaldos,99,42,42.420000000000002
16218,Uclés,222,75,33.780000000000001
16219,Uña,84,24,28.57
16224,Valdemeca,74,21,28.379999999999999
16225,Valdemorillo de la Sierra,54,27,50
16227,Valdemoro-Sierra,104,41,39.420000000000002
16228,Valdeolivas,218,64,29.359999999999999
16231,Valhermoso de la Fuente,42,16,38.100000000000001
16234,Valsalobre,21,14,66.670000000000002
16236,Valverde de Júcar,1091,320,29.329999999999998
16237,Valverdejo,94,38,40.43
16238,Vara de Rey,460,161,35
16239,Vega del Codorno,132,39,29.550000000000001
16240,Vellisca,114,45,39.469999999999999
16242,Villaconejos de Trabaque,323,120,37.149999999999999
16243,Villaescusa de Haro,474,152,32.07
16244,Villagarcía del Llano,697,211,30.27
16245,Villalba de la Sierra,484,137,28.309999999999999
16246,Villalba del Rey,481,177,36.799999999999997
16247,Villalgordo del Marquesado,66,28,42.420000000000002
16248,Villalpardo,1013,243,23.989999999999998
16249,Villamayor de Santiago,2433,606,24.91
16250,Villanueva de Guadamejud,64,30,46.880000000000003
16251,Villanueva de la Jara,2287,491,21.469999999999999
16253,Villar de Cañas,385,128,33.25
16254,Villar de Domingo García,222,71,31.98
16255,Villar de la Encina,161,68,42.240000000000002
16258,Villar del Humo,169,78,46.149999999999999
16259,Villar del Infantado,39,12,30.77
16263,Villar de Olalla,1356,265,19.539999999999999
16264,Villarejo de Fuentes,392,160,40.82
16265,Villarejo de la Peñuela,23,9,39.130000000000003
16266,Villarejo-Periesteban,383,149,38.899999999999999
16269,Villares del Saz,468,161,34.399999999999999
16270,Villarrubio,189,50,26.460000000000001
16271,Villarta,789,202,25.600000000000001
16272,Villas de la Ventosa,210,73,34.759999999999998
16273,Villaverde y Pasaconsol,338,140,41.420000000000002
16274,Víllora,141,55,39.009999999999998
16275,Vindel,12,8,66.670000000000002
16276,Yémeda,17,7,41.18
16277,Zafra de Záncara,100,51,51
16278,Zafrilla,55,17,30.91
16279,Zarza de Tajo,268,62,23.129999999999999
16280,Zarzuela,154,83,53.899999999999999
16901,Campos del Paraíso,691,269,38.93
16902,Valdetórtola,127,56,44.090000000000003
16903,"Valeras, Las",1499,309,20.609999999999999
16904,Fuentenava de Jábaga,546,113,20.699999999999999
16905,Arcas,1994,181,9.0800000000000001
16906,"Valdecolmenas, Los",74,44,59.460000000000001
16908,Pozorrubielos de la Mancha,173,67,38.729999999999997
16909,Sotorribas,696,218,31.32
16910,Villar y Velasco,79,30,37.969999999999999
17001,Agullana,903,184,20.379999999999999
17002,Aiguaviva,780,127,16.280000000000001
17003,Albanyà,180,33,18.329999999999998
17004,Albons,797,172,21.579999999999998
17005,"Far d&apos;Empordà, El",625,114,18.239999999999998
17006,Alp,1717,261,15.199999999999999
17007,Amer,2422,565,23.329999999999998
17008,Anglès,5682,1072,18.870000000000001
17009,Arbúcies,6474,1235,19.079999999999998
17010,Argelaguer,439,99,22.550000000000001
17011,"Armentera, L&apos;",1043,197,18.890000000000001
17012,Avinyonet de Puigventós,1676,204,12.17
17013,Begur,4177,979,23.440000000000001
17014,"Vajol, La",87,23,26.440000000000001
17015,Banyoles,20187,3614,17.899999999999999
17016,Bàscara,1034,208,20.120000000000001
17018,Bellcaire d&apos;Empordà,713,164,23
17019,Besalú,2480,585,23.59
17020,Bescanó,5156,833,16.16
17021,Beuda,202,25,12.380000000000001
17022,"Bisbal d&apos;Empordà, La",11163,1949,17.460000000000001
17023,Blanes,40579,7955,19.600000000000001
17024,Bolvir,518,90,17.370000000000001
17025,Bordils,1815,323,17.800000000000001
17026,Borrassà,776,131,16.879999999999999
17027,Breda,3842,836,21.760000000000002
17028,Brunyola i Sant Martí Sapresa,388,91,23.449999999999999
17029,Boadella i les Escaules,258,61,23.640000000000001
17030,Cabanes,949,206,21.710000000000001
17031,Cabanelles,279,64,22.940000000000001
17032,Cadaqués,2889,552,19.109999999999999
17033,Caldes de Malavella,8196,1404,17.129999999999999
17034,Calonge i Sant Antoni,11712,2434,20.780000000000001
17035,Camós,715,182,25.449999999999999
17036,Campdevànol,3217,858,26.670000000000002
17037,Campelles,162,44,27.16
17038,Campllong,535,64,11.960000000000001
17039,Camprodon,2469,662,26.809999999999999
17040,Canet d&apos;Adri,750,158,21.07
17041,Cantallops,330,84,25.449999999999999
17042,Capmany,672,157,23.359999999999999
17043,Queralbs,191,46,24.079999999999998
17044,Cassà de la Selva,10680,1776,16.629999999999999
17046,Castellfollit de la Roca,926,240,25.920000000000002
17047,Castelló d&apos;Empúries,11611,2209,19.030000000000001
17048,Castell-Platja d&apos;Aro,11757,2350,19.989999999999998
17049,Celrà,5503,604,10.98
17050,Cervià de Ter,999,186,18.620000000000001
17051,Cistella,307,65,21.170000000000002
17052,Siurana,178,44,24.719999999999999
17054,Colera,468,149,31.84
17055,Colomers,204,55,26.960000000000001
17056,Cornellà del Terri,2407,489,20.32
17057,Corçà,1268,321,25.32
17058,Crespià,276,58,21.010000000000002
17060,Darnius,535,144,26.920000000000002
17061,Das,267,50,18.73
17062,"Escala, L&apos;",10520,2416,22.969999999999999
17063,Espinelves,248,47,18.949999999999999
17064,Espolla,408,130,31.859999999999999
17065,Esponellà,489,117,23.93
17066,Figueres,47088,7640,16.219999999999999
17067,Flaçà,1130,220,19.469999999999999
17068,Foixà,288,93,32.289999999999999
17069,Fontanals de Cerdanya,533,121,22.699999999999999
17070,Fontanilles,163,39,23.93
17071,Fontcoberta,1466,287,19.579999999999998
17073,Fornells de la Selva,2693,392,14.56
