id,municipio,poblacion_total,poblacion_mayores,porcentaje_mayores
05263,Villatoro,156,66,42.310000000000002
05264,Viñegra de Moraña,46,17,36.960000000000001
05265,Vita,84,23,27.379999999999999
05266,Zapardiel de la Cañada,88,47,53.409999999999997
05267,Zapardiel de la Ribera,92,25,27.170000000000002
05901,San Juan de Gredos,251,105,41.829999999999998
05902,Santa María del Cubillo,305,106,34.75
05903,Diego del Carpio,116,56,48.280000000000001
05904,Santiago del Tormes,112,39,34.82
05905,Villanueva de Ávila,247,102,41.299999999999997
06001,Acedera,816,236,28.920000000000002
06002,Aceuchal,5456,1033,18.93
06003,Ahillones,826,264,31.960000000000001
06004,Alange,1844,404,21.91
06005,"Albuera, La",2014,467,23.190000000000001
06006,Alburquerque,5144,1246,24.219999999999999
06007,Alconchel,1644,369,22.449999999999999
06008,Alconera,750,183,24.399999999999999
06009,Aljucén,243,56,23.050000000000001
06010,Almendral,1207,287,23.780000000000001
06011,Almendralejo,33669,5671,16.84
06012,Arroyo de San Serván,4054,746,18.399999999999999
06013,Atalaya,285,88,30.879999999999999
06014,Azuaga,7636,1819,23.82
06015,Badajoz,150146,26705,17.789999999999999
06016,Barcarrota,3445,772,22.41
06017,Baterno,248,81,32.659999999999997
06018,Benquerencia de la Serena,808,253,31.309999999999999
06019,Berlanga,2241,610,27.219999999999999
06020,Bienvenida,2070,461,22.27
06021,Bodonal de la Sierra,1008,272,26.98
06022,Burguillos del Cerro,3047,705,23.140000000000001
06023,Cabeza del Buey,4682,1183,25.27
06024,Cabeza la Vaca,1296,355,27.390000000000001
06025,Calamonte,6115,1154,18.870000000000001
06026,Calera de León,933,209,22.399999999999999
06027,Calzadilla de los Barros,716,168,23.460000000000001
06028,Campanario,4787,1205,25.170000000000002
06029,Campillo de Llerena,1325,308,23.25
06030,Capilla,161,60,37.270000000000003
06031,Carmonita,525,129,24.57
06032,"Carrascalejo, El",84,29,34.520000000000003
06033,Casas de Don Pedro,1436,428,29.809999999999999
06034,Casas de Reina,194,58,29.899999999999999
06035,Castilblanco,864,342,39.579999999999998
06036,Castuera,5637,1388,24.620000000000001
06037,"Codosera, La",2025,654,32.299999999999997
06038,Cordobilla de Lácara,855,202,23.629999999999999
06039,"Coronada, La",2172,442,20.350000000000001
06040,Corte de Peleas,1187,269,22.66
06041,Cristina,558,101,18.100000000000001
06042,Cheles,1159,238,20.530000000000001
06043,Don Álvaro,807,162,20.07
06044,Don Benito,37310,6287,16.850000000000001
06045,Entrín Bajo,557,152,27.289999999999999
06046,Esparragalejo,1480,351,23.719999999999999
06047,Esparragosa de la Serena,975,230,23.59
06048,Esparragosa de Lares,883,253,28.649999999999999
06049,Feria,1073,290,27.030000000000001
06050,Fregenal de la Sierra,4773,1044,21.870000000000001
06051,Fuenlabrada de los Montes,1755,501,28.550000000000001
06052,Fuente de Cantos,4667,925,19.82
06053,Fuente del Arco,680,206,30.289999999999999
06054,Fuente del Maestre,6659,1315,19.75
06055,Fuentes de León,2232,509,22.800000000000001
06056,Garbayuela,502,154,30.68
06057,Garlitos,543,229,42.170000000000002
06058,"Garrovilla, La",2317,511,22.050000000000001
06059,Granja de Torrehermosa,1940,511,26.34
06060,Guareña,6771,1395,20.600000000000001
06061,"Haba, La",1214,305,25.120000000000001
06062,Helechosa de los Montes,597,181,30.32
06063,Herrera del Duque,3467,845,24.370000000000001
06064,Higuera de la Serena,924,284,30.739999999999998
06065,Higuera de Llerena,340,92,27.059999999999999
06066,Higuera de Vargas,1934,514,26.579999999999998
06067,Higuera la Real,2216,514,23.190000000000001
06068,Hinojosa del Valle,479,123,25.68
06069,Hornachos,3487,802,23
06070,Jerez de los Caballeros,9167,1823,19.890000000000001
06071,"Lapa, La",288,86,29.859999999999999
06072,Lobón,2761,576,20.859999999999999
06073,Llera,822,178,21.649999999999999
06074,Llerena,5670,1137,20.050000000000001
06075,Magacela,507,171,33.729999999999997
06076,Maguilla,961,237,24.66
06077,Malcocinado,344,124,36.049999999999997
06078,Malpartida de la Serena,528,147,27.84
06079,Manchita,750,142,18.93
06080,Medellín,2232,465,20.829999999999998
06081,Medina de las Torres,1161,344,29.629999999999999
06082,Mengabril,485,99,20.41
06083,Mérida,59324,9953,16.780000000000001
06084,Mirandilla,1231,277,22.5
06085,Monesterio,4302,810,18.829999999999998
06086,Montemolín,1322,408,30.859999999999999
06087,Monterrubio de la Serena,2269,666,29.350000000000001
06088,Montijo,15427,3049,19.760000000000002
06089,"Morera, La",700,189,27
06090,"Nava de Santiago, La",911,239,26.23
06091,Navalvillar de Pela,4371,1052,24.07
06092,Nogales,633,141,22.27
06093,Oliva de la Frontera,5010,1261,25.170000000000002
06094,Oliva de Mérida,1674,397,23.719999999999999
06095,Olivenza,11832,2178,18.41
06096,Orellana de la Sierra,252,99,39.289999999999999
06097,Orellana la Vieja,2603,689,26.469999999999999
06098,Palomas,662,122,18.43
06099,"Parra, La",1302,278,21.350000000000001
06100,Peñalsordo,851,354,41.600000000000001
06101,Peraleda del Zaucejo,500,151,30.199999999999999
06102,Puebla de Alcocer,1139,332,29.149999999999999
06103,Puebla de la Calzada,5856,1146,19.57
06104,Puebla de la Reina,709,169,23.84
06105,Puebla del Maestre,660,213,32.270000000000003
06106,Puebla del Prior,460,110,23.91
06107,Puebla de Obando,1842,417,22.640000000000001
06108,Puebla de Sancho Pérez,2642,557,21.079999999999998
06109,Quintana de la Serena,4536,894,19.710000000000001
06110,Reina,150,45,30
06111,Rena,610,125,20.489999999999998
06112,Retamal de Llerena,435,109,25.059999999999999
06113,Ribera del Fresno,3234,702,21.710000000000001
06114,Risco,121,42,34.710000000000001
06115,"Roca de la Sierra, La",1435,316,22.02
06116,Salvaleón,1701,440,25.870000000000001
06117,Salvatierra de los Barros,1590,357,22.449999999999999
06118,Sancti-Spíritus,161,75,46.579999999999998
06119,San Pedro de Mérida,851,188,22.09
06120,Santa Amalia,3942,809,20.52
06121,Santa Marta,4125,836,20.27
06122,"Santos de Maimona, Los",8072,1514,18.760000000000002
06123,San Vicente de Alcántara,5291,1129,21.34
06124,Segura de León,1818,475,26.129999999999999
06125,Siruela,1841,570,30.960000000000001
06126,Solana de los Barros,2553,548,21.460000000000001
06127,Talarrubias,3285,802,24.41
06128,Talavera la Real,5276,1025,19.43
06129,Táliga,663,164,24.739999999999998
06130,Tamurejo,201,67,33.329999999999998
06131,Torre de Miguel Sesmero,1228,272,22.149999999999999
06132,Torremayor,985,252,25.579999999999998
06133,Torremejía,2236,380,16.989999999999998
06134,Trasierra,612,130,21.239999999999998
06135,Trujillanos,1401,229,16.350000000000001
06136,Usagre,1765,393,22.27
06137,Valdecaballeros,1075,309,28.739999999999998
06138,Valdetorres,1161,265,22.829999999999998
06139,Valencia de las Torres,512,151,29.489999999999998
06140,Valencia del Mombuey,718,181,25.210000000000001
06141,Valencia del Ventoso,1921,544,28.32
06142,Valverde de Burguillos,273,93,34.07
06143,Valverde de Leganés,4172,781,18.719999999999999
06144,Valverde de Llerena,562,165,29.359999999999999
06145,Valverde de Mérida,1023,230,22.48
06146,Valle de la Serena,1127,318,28.219999999999999
06147,Valle de Matamoros,344,124,36.049999999999997
06148,Valle de Santa Ana,1132,250,22.079999999999998
06149,Villafranca de los Barros,12429,2506,20.16
06150,Villagarcía de la Torre,905,245,27.07
06151,Villagonzalo,1217,305,25.059999999999999
06152,Villalba de los Barros,1446,340,23.510000000000002
06153,Villanueva de la Serena,25873,4902,18.949999999999999
06154,Villanueva del Fresno,3316,720,21.710000000000001
06155,Villar del Rey,2089,422,20.199999999999999
06156,Villar de Rena,1332,324,24.32
06157,Villarta de los Montes,403,144,35.729999999999997
06158,Zafra,16702,3233,19.359999999999999
06159,Zahínos,2776,541,19.489999999999998
06160,Zalamea de la Serena,3460,866,25.030000000000001
06161,Zarza-Capilla,305,118,38.689999999999998
06162,"Zarza, La",3386,706,20.850000000000001
06901,Valdelacalzada,2755,544,19.75
06902,Pueblonuevo del Guadiana,1971,432,21.920000000000002
06903,Guadiana,2414,495,20.510000000000002
07001,Alaró,5811,939,16.16
07002,Alaior,9606,1803,18.77
07003,Alcúdia,20717,2671,12.890000000000001
07004,Algaida,6075,1173,19.309999999999999
07005,Andratx,11735,1876,15.99
07006,Artà,8062,1499,18.59
07007,Banyalbufar,566,142,25.09
07008,Binissalem,9027,1335,14.789999999999999
07009,Búger,1111,230,20.699999999999999
07010,Bunyola,7121,1264,17.75
07011,Calvià,52458,8357,15.93
07012,Campanet,2719,592,21.77
07013,Campos,11618,2053,17.670000000000002
07014,Capdepera,12081,1800,14.9
07015,Ciutadella de Menorca,30811,5222,16.949999999999999
07016,Consell,4230,652,15.41
07017,Costitx,1446,279,19.289999999999999
07018,Deià,674,135,20.030000000000001
07019,Escorca,187,57,30.48
07020,Esporles,5182,869,16.77
07021,Estellencs,336,87,25.890000000000001
07022,Felanitx,18357,3512,19.129999999999999
07023,Ferreries,4944,826,16.710000000000001
07024,Formentera,11418,1496,13.1
07025,Fornalutx,710,159,22.390000000000001
07026,Eivissa,50715,6690,13.19
07027,Inca,34093,5120,15.02
07028,Lloret de Vistalegre,1514,254,16.780000000000001
07029,Lloseta,6312,1085,17.190000000000001
07030,Llubí,2392,432,18.059999999999999
07031,Llucmajor,38722,6102,15.76
07032,Maó,29445,5307,18.02
07033,Manacor,45352,6939,15.300000000000001
07034,Mancor de la Vall,1596,251,15.73
07035,Maria de la Salut,2273,488,21.469999999999999
07036,Marratxí,38902,6044,15.539999999999999
07037,"Mercadal, Es",5676,993,17.489999999999998
07038,Montuïri,3119,641,20.550000000000001
07039,Muro,7667,1412,18.420000000000002
07040,Palma,415940,70012,16.829999999999998
07041,Petra,3067,642,20.93
07042,Pollença,17126,3356,19.600000000000001
07043,Porreres,5645,1107,19.609999999999999
07044,"Pobla, Sa",14005,2342,16.719999999999999
07045,Puigpunyent,2075,321,15.470000000000001
07046,Sant Antoni de Portmany,27431,3648,13.300000000000001
07047,Sencelles,3659,641,17.52
07048,Sant Josep de sa Talaia,28813,3523,12.23
07049,Sant Joan,2179,465,21.34
07050,Sant Joan de Labritja,6703,1087,16.219999999999999
07051,Sant Llorenç des Cardassar,9035,1563,17.300000000000001
07052,Sant Lluís,6953,1276,18.350000000000001
07053,Santa Eugènia,1771,307,17.329999999999998
07054,Santa Eulària des Riu,40548,5467,13.48
07055,Santa Margalida,12776,2067,16.18
07056,Santa María del Camí,7483,1229,16.420000000000002
07057,Santanyí,12321,2300,18.670000000000002
07058,Selva,4243,817,19.260000000000002
07059,"Salines, Ses",5039,924,18.34
07060,Sineu,4232,756,17.859999999999999
07061,Sóller,13454,2849,21.18
07062,Son Servera,11752,1817,15.460000000000001
07063,Valldemossa,2085,462,22.16
07064,"Castell, Es",7525,1364,18.129999999999999
07065,Vilafranca de Bonany,3600,601,16.690000000000001
07901,Ariany,912,245,26.859999999999999
07902,"Migjorn Gran, Es",1507,311,20.640000000000001
08001,Abrera,12697,2031,16
08002,Aguilar de Segarra,287,50,17.420000000000002
08003,Alella,10079,2215,21.98
08004,Alpens,281,49,17.440000000000001
08005,"Ametlla del Vallès, L&apos;",9020,1387,15.380000000000001
08006,Arenys de Mar,16155,3619,22.399999999999999
08007,Arenys de Munt,9278,1644,17.719999999999999
08008,Argençola,216,38,17.59
08009,Argentona,12745,2373,18.620000000000001
08010,Artés,5902,1117,18.93
08011,Avià,2237,472,21.100000000000001
08012,Avinyó,2270,500,22.030000000000001
08013,Avinyonet del Penedès,1706,346,20.280000000000001
08014,Aiguafreda,2552,554,21.710000000000001
08015,Badalona,223506,43601,19.510000000000002
08016,Bagà,2167,585,27
08017,Balenyà,3948,698,17.68
08018,Balsareny,3249,754,23.210000000000001
08019,Barcelona,1636193,349441,21.359999999999999
08020,Begues,7450,1061,14.24
08021,Bellprat,74,27,36.490000000000002
08022,Berga,16762,3820,22.789999999999999
08023,Bigues i Riells del Fai,9757,1505,15.42
08024,Borredà,448,123,27.460000000000001
08025,"Bruc, El",2218,296,13.35
08026,"Brull, El",278,43,15.470000000000001
08027,"Cabanyes, Les",999,137,13.710000000000001
08028,Cabrera d&apos;Anoia,1606,235,14.630000000000001
08029,Cabrera de Mar,4848,913,18.829999999999998
08030,Cabrils,7729,1221,15.800000000000001
08031,Calaf,3590,743,20.699999999999999
08032,Caldes d&apos;Estrac,3148,651,20.68
08033,Caldes de Montbui,17932,3345,18.649999999999999
08034,Calders,1101,186,16.890000000000001
08035,Calella,19363,4158,21.469999999999999
08036,Calonge de Segarra,195,52,26.670000000000002
08037,Calldetenes,2532,464,18.329999999999998
08038,Callús,2122,378,17.809999999999999
08039,Campins,557,90,16.16
08040,Canet de Mar,14845,3283,22.120000000000001
08041,Canovelles,16761,2719,16.219999999999999
08042,Cànoves i Samalús,3289,555,16.870000000000001
08043,Canyelles,5007,782,15.619999999999999
08044,Capellades,5344,1151,21.539999999999999
08045,Capolat,89,16,17.98
08046,Cardedeu,18785,3179,16.920000000000002
08047,Cardona,4575,1283,28.039999999999999
08048,Carme,754,177,23.469999999999999
08049,Casserres,1646,451,27.399999999999999
08050,Castellar del Riu,175,35,20
08051,Castellar del Vallès,24933,4384,17.579999999999998
08052,Castellar de n&apos;Hug,176,41,23.300000000000001
08053,Castellbell i el Vilar,3889,737,18.949999999999999
08054,Castellbisbal,12735,1797,14.109999999999999
08055,Castellcir,778,110,14.140000000000001
08056,Castelldefels,67307,10576,15.710000000000001
08057,Castell de l&apos;Areny,69,13,18.84
08058,Castellet i la Gornal,2474,494,19.969999999999999
08059,Castellfollit del Boix,460,102,22.170000000000002
08060,Castellfollit de Riubregós,159,47,29.559999999999999
08061,Castellgalí,2236,422,18.870000000000001
08062,Castellnou de Bages,1431,196,13.699999999999999
08063,Castellolí,636,107,16.82
08064,Castellterçol,2655,591,22.260000000000002
08065,Castellví de la Marca,1614,354,21.93
08066,Castellví de Rosanes,2096,341,16.27
08067,Centelles,7641,1500,19.629999999999999
08068,Cervelló,9307,1607,17.27
08069,Collbató,4726,678,14.35
08070,Collsuspina,398,83,20.850000000000001
08071,Copons,333,70,21.02
08072,Corbera de Llobregat,15210,2278,14.98
08073,Cornellà de Llobregat,89039,17922,20.129999999999999
08074,Cubelles,16386,2953,18.02
08075,Dosrius,5710,850,14.890000000000001
08076,Esparreguera,22365,3890,17.390000000000001
08077,Esplugues de Llobregat,46414,11075,23.859999999999999
08078,"Espunyola, L&apos;",265,63,23.77
08079,"Estany, L&apos;",391,111,28.390000000000001
08080,Fígols,45,9,20
08081,Fogars de Montclús,493,73,14.81
08082,Fogars de la Selva,1564,314,20.079999999999998
08083,Folgueroles,2254,378,16.77
08084,Fonollosa,1546,322,20.829999999999998
08085,Font-rubí,1446,318,21.989999999999998
08086,"Franqueses del Vallès, Les",20322,2959,14.56
08087,Gallifa,186,45,24.190000000000001
08088,"Garriga, La",16788,2979,17.739999999999998
08089,Gavà,46974,8602,18.309999999999999
08090,Gaià,179,32,17.879999999999999
08091,Gelida,7814,1246,15.949999999999999
08092,Gironella,4940,1266,25.629999999999999
08093,Gisclareny,28,10,35.710000000000001
08094,"Granada, La",2207,364,16.489999999999998
08095,Granera,80,21,26.25
08096,Granollers,61983,11708,18.890000000000001
08097,Gualba,1610,242,15.029999999999999
08098,Sant Salvador de Guardiola,3351,594,17.73
08099,Guardiola de Berguedà,918,218,23.75
08100,Gurb,2702,495,18.32
08101,"Hospitalet de Llobregat, L&apos;",265444,53131,20.02
08102,Igualada,40767,8269,20.280000000000001
08103,Jorba,806,118,14.640000000000001
08104,"Llacuna, La",942,234,24.84
08105,"Llagosta, La",13155,2635,20.030000000000001
08106,Llinars del Vallès,10205,1873,18.350000000000001
08107,Lliçà d&apos;Amunt,15801,2619,16.57
08108,Lliçà de Vall,6760,1307,19.329999999999998
08109,Lluçà,279,54,19.350000000000001
08110,Malgrat de Mar,19093,4083,21.379999999999999
08111,Malla,272,61,22.43
08112,Manlleu,20883,3714,17.780000000000001
08113,Manresa,77452,15601,20.140000000000001
08114,Martorell,28684,4705,16.399999999999999
08115,Martorelles,4859,993,20.440000000000001
08116,"Masies de Roda, Les",733,163,22.239999999999998
08117,"Masies de Voltregà, Les",3133,631,20.140000000000001
08118,"Masnou, El",23829,4866,20.420000000000002
08119,Masquefa,9744,1427,14.640000000000001
08120,Matadepera,9752,1696,17.390000000000001
08121,Mataró,128956,23384,18.129999999999999
08122,Mediona,2517,473,18.789999999999999
08123,Molins de Rei,26242,4703,17.920000000000002
08124,Mollet del Vallès,51294,9345,18.219999999999999
08125,Montcada i Reixac,36666,5776,15.75
08126,Montgat,12277,1982,16.140000000000001
08127,Monistrol de Montserrat,3166,608,19.199999999999999
08128,Monistrol de Calders,742,164,22.100000000000001
08129,Muntanyola,700,101,14.43
08130,Montclar,136,31,22.789999999999999
08131,Montesquiu,1059,236,22.289999999999999
08132,Montmajor,484,128,26.449999999999999
08133,Montmaneu,166,50,30.120000000000001
08134,Figaró-Montmany,1108,225,20.309999999999999
08135,Montmeló,8793,1777,20.210000000000001
08136,Montornès del Vallès,16707,2720,16.280000000000001
08137,Montseny,370,78,21.079999999999998
08138,Moià,6548,1173,17.91
08139,Mura,232,49,21.120000000000001
08140,Navarcles,6067,1345,22.170000000000002
08141,Navàs,6018,1323,21.98
08142,"Nou de Berguedà, La",179,51,28.489999999999998
08143,Òdena,3728,618,16.579999999999998
08144,Olvan,876,211,24.09
08145,Olèrdola,3884,662,17.039999999999999
08146,Olesa de Bonesvalls,2016,303,15.029999999999999
08147,Olesa de Montserrat,24272,4067,16.760000000000002
08148,Olivella,4339,563,12.98
08149,Olost,1206,299,24.789999999999999
08150,Orís,347,56,16.140000000000001
08151,Oristà,573,165,28.800000000000001
08152,Orpí,159,24,15.09
08153,Òrrius,793,123,15.51
08154,Pacs del Penedès,935,179,19.140000000000001
08155,Palafolls,9661,1416,14.66
08156,Palau-solità i Plegamans,14911,2690,18.039999999999999
08157,Pallejà,11593,1940,16.73
08158,"Papiol, El",4274,706,16.52
08159,Parets del Vallès,18889,3152,16.690000000000001
08160,Perafita,418,103,24.640000000000001
08161,Piera,16787,2795,16.649999999999999
08162,"Hostalets de Pierola, Els",3127,418,13.369999999999999
08163,Pineda de Mar,28083,6130,21.829999999999998
08164,"Pla del Penedès, El",1335,226,16.93
08165,"Pobla de Claramunt, La",2275,430,18.899999999999999
08166,"Pobla de Lillet, La",1079,371,34.380000000000003
08167,Polinyà,8451,991,11.73
08168,Pontons,507,102,20.120000000000001
08169,"Prat de Llobregat, El",65030,13045,20.059999999999999
08170,"Prats de Rei, Els",554,124,22.379999999999999
